atc-code,drugbank-id
N05AH04,APRD00675
B01AB05,APRD00068
M03AC10,APRD01119
N07BC03,APRD00745
C01BC08,APRD00613
L01CD01,DB05526
N06BA05,APRD01169
,APRD00929
J05AE01,APRD00623
A03FA01,APRD00665
R01AD53,APRD00674
N04BA01,EXPT01107
N01AB08,APRD00219
R06AA01,APRD00710
N05AX12,APRD00638
N05AF03,APRD00718
B01AC09,APRD00949
C10AB04,APRD00293
N06AA04,DB07600
,APRD00866
C08EA02,APRD00727
,APRD00696
R06AD01,APRD00258
N06AF01,APRD00701
L01CD02,APRD00932
V08AB09,DB01249
A07EC03,DB01250
A10BB08,DB01251
A10BX08,DB01252
G02AB03,DB01253
L01XE06,DB01254
N06BA12,DB01255
D06AX13,DB01256
L04AA25,DB01257
L01XE07,DB02584
S01BA11,DB01260
A10BD07,DB07214
L01BC08,DB01262
J02AC04,DB01263
G01AE10,EXPT00002
J05AF11,DB01265
D06BB12,DB01266
N05AX13,DB01267
L01XE04,DB07417
L01XC08,DB01269
S01LA04,DB01270
A16AB09,DB01271
A16AB07,DB01272
N07BA03,DB01273
,DB01274
C02LG02,DB01275
A10BX04,DB01276
H01AC03,DB01277
A10BX05,DB01278
A16AB08,DB01279
L01BB07,DB01280
L04AA24,DB01281
H01BB03,DB01282
M01AH06,DB01283
H01AA02,DB01284
H01AA01,DB09547
G02CA03,DB01288
A10BB11,DB01289
R03AC08,DB01291
,DB01402
C07BB06,DB01295
M01AX05,EXPT01563
C07AB01,DB01297
G01AE10,DB01298
G01AE10,DB01299
J01AA09,DB01301
R03DA02,DB01303
A10AD05,DB01306
A10AE05,DB01307
A10AB06,DB01309
J05AE07,DB01319
N03AB05,DB01320
J01FA07,DB01321
,DB01322
N06AX25,DB01323
G01AE10,DB01324
C03BB02,DB01325
J01DC03,DB01326
J01DB04,DB01327
J01DC06,DB01328
J01DD62,DB01329
J01DC05,DB01330
J01DC01,EXPT00897
J01DD07,DB01332
J01DB09,DB01333
,DB01336
M03AC01,DB01337
M03AC06,DB01338
M03AC03,DB01339
C09AA08,DB01340
,DB01341
,DB01342
V03AE01,DB06658
C03AB09,DB01345
,DB01346
,DB01347
C09AA11,DB01348
C09CA05,DB01349
N05CB01,DB01351
N05CA05,DB01352
N05CA03,DB01353
N05CA11,DB01354
N05CB01,EXPT03301
N05AN01,DB01356
,DB01357
C07AA23,DB01359
V08AB02,DB01362
,DB01363
A08AA56,DB01364
C01CA11,DB01365
R03CC08,DB01366
N04BD02,EXPT02758
,DB01369
A02AB03,DB11314
A11AA02,DB01373
,DB01375
A02AA02,DB01377
A12CC06,DB01378
S01BA03,DB01380
N06DX02,DB01381
A10BC01,DB01382
H02AB05,DB01384
C08CX01,DB01388
B05CB04,DB01390
G04BE04,DB01392
C10AB02,DB08380
M04AC01,DB01394
G03AA12,DB01395
C01AA04,DB01396
,DB01397
N02BA06,DB01399
N07AA01,DB01400
,DB01401
N05AA02,DB01403
,DB01404
J01MA05,DB01405
G03XA01,DB01406
R03CC13,DB01407
R03CC12,DB01408
R03BB04,DB01409
R01AD13,DB01410
R03DC02,DB01411
C03BD01,DB01412
J01DE01,DB01413
J01DB10,DB01414
J01DD14,DB01415
J01DD13,DB01416
B01AA07,DB01418
,DB01419
,DBSALT001032
A07AA06,DB01421
J01XX07,DB01422
R05CB11,DB01423
N02BB73,DB01424
A03FA05,DB01425
C01BA05,DB01426
C01CE01,DB01427
,DB01428
C01BB04,DB01429
R07AB07,DB01430
G03DC01,DB01431
C10AC01,DB01432
,DB01433
,DB01434
S02DA03,DB01435
M05BB06,DB01436
N05CE01,DB01437
G04BX06,DB01438
,DB01439
,DB01440
,DB01441
,DB01442
,DB01443
,DB01444
,DB01445
,DB01446
,DB01447
,DB01448
,DB01450
,DB01451
N07BC06,DB01452
,DB01453
,DB01454
,DB01455
,DB01456
,DB01458
N02AC05,DB01459
,DB01460
,DB01461
,DB01462
N06BA06,DB01463
,DB01464
,DB01465
R05DA01,DB01466
,DB01467
,DB01468
,DB01469
,DB01470
,DB01471
,EXPT03303
,DB01473
,DB01474
,DB01475
,DB01476
,DB01477
,DB01478
,DB01479
,DB01480
,DB01481
R03DA20,DB01482
N05CA04,DB01483
,DB01484
,DB01485
A08AA07,DB01486
,DB11402
,DB01488
N05BA15,DB01489
,DB01490
,DB01491
A14AB02,DB01493
,DB01494
N05CC04,DB01495
,DB01496
,DB01497
,DB01498
,DB01499
,DB01500
A07DA04,DB01501
,DB01502
,DB01503
,DB01505
,DB01506
,DB01509
,DB01510
,DB01511
,DB01512
,DB01513
,DB01514
,DB01515
,DB01516
,DB01518
,DB01520
,DB01521
,DB01522
,DB01523
,DB01524
,DB01525
,DB01526
,DB01527
,DB01528
N02AC01,DB01529
,DB01530
,DB01531
,DB01532
,DB01533
,DB01534
,DB01535
,DB07386
,DB01537
R05DA12,DB01538
,DB01539
,DB01540
,DB01541
,DB01542
,DB01543
N05CD03,DB01544
N05BA18,DB01545
,DB01546
,DB01547
,DB01548
,DB01549
,DB01550
N02AA08,DB01551
,DB01552
N05BA22,DB01553
,DB01554
,DB01555
,DB01556
,DB01557
N05BA08,DB01558
N05BA21,DB01559
,DB01560
,DB03620
,DB01562
N05CC01,DB01563
,DB01564
,DB01565
,DB01566
N05BA17,DB01567
,DB01568
,DB01569
,DB01570
,DB01571
,DB01572
,DB01573
A07BC04,DB01574
A07BC02,DB01575
N06BA02,DB01576
N06BA03,DB01577
V08AB01,DB01578
,DB01579
C07AA02,DB01580
G01AE10,DB01581
G01AE10,DB01582
,DB01583
,DB01584
A05AA02,DB01586
N05BA10,DB01587
N05BA11,DB01588
N05CD10,DB01589
L04AA18,DB01590
G04CA53,APRD00168
B03AA06,DB01592
B05XA12,DB01593
N05CD13,DB01594
N05CD02,DB01595
,EXPT00918
J01DH51,DB01598
C10AX02,DB01599
M01AE11,DB01600
J05AR10,EXPT00388
J01CA06,DB01602
J01CF03,DB01603
J01CA02,DB01604
J01CA08,DB01605
J01CG02,EXPT03012
J01CA13,DB01607
N05AC01,DB01608
V03AC03,DB01609
J05AB14,DB01610
P01BA02,DB01611
V03AB22,DB01612
C01DA63,DB01613
N05AA04,DB01614
,DB01615
A03AX08,DB01616
N05AE02,DB01618
R06AX04,DB01619
D04AA16,DB01620
N05AC04,DB01621
N05AB08,DB01622
N05AF04,DB01623
N05AF05,DB08920
A03AB09,DB01625
C02KC01,DB01626
J01FF02,DB01627
M01AH05,DB07166
,EXPT00263
,EXPT01815
,EXPT02376
,EXPT02663
,EXPT01406
,EXPT02499
,EXPT00133
,EXPT00859
,EXPT00556
B05CX02,DB09391
,EXPT02223
,EXPT00272
,EXPT00264
,EXPT02166
,EXPT02988
,EXPT01800
,EXPT01582
,EXPT00506
,EXPT00259
,EXPT01657
,EXPT01652
,EXPT00123
,EXPT00869
,EXPT00637
,EXPT02022
R03DX07,EXPT02802
,EXPT03142
,EXPT02273
,EXPT02716
,EXPT02665
,EXPT02407
,EXPT02060
,EXPT02903
,EXPT00097
,EXPT01854
,EXPT00603
,EXPT02375
,EXPT03225
,EXPT00225
,EXPT01738
,EXPT01121
,EXPT03184
,EXPT00211
,EXPT00129
,EXPT03079
D05AX01,EXPT01511
,EXPT00280
,EXPT02471
,EXPT00695
,EXPT02089
,EXPT00915
,EXPT02896
,EXPT01517
,EXPT01101
,EXPT02103
,EXPT02525
,EXPT01819
,EXPT00618
,EXPT01841
,EXPT01292
,EXPT03007
,EXPT00226
,EXPT01054
C05CA51,EXPT02824
,EXPT01579
,EXPT00407
,EXPT00992
,EXPT01200
,EXPT01419
,EXPT02925
,EXPT00620
,EXPT00642
,EXPT02003
G03EA03,DB06593
,DB03465
,EXPT02632
,EXPT02555
,EXPT02976
,EXPT03173
,EXPT02190
,EXPT01237
,EXPT00972
,EXPT00535
D08AJ04,DB13159
,EXPT03067
,EXPT02579
,EXPT03261
,EXPT00532
,EXPT03054
,DB06854
,EXPT00102
,EXPT01834
,EXPT02544
,EXPT01812
,EXPT03245
,EXPT00460
,EXPT02551
,EXPT00298
,EXPT00806
,EXPT02014
,EXPT00521
,DB04403
,EXPT01856
,EXPT02885
,EXPT00281
,EXPT00079
C01EB02,EXPT00827
,EXPT01410
,EXPT01216
,EXPT01001
,EXPT00761
,EXPT01306
,EXPT02353
,EXPT02994
,EXPT02842
,EXPT02418
,EXPT02028
,EXPT01859
,EXPT01163
,EXPT01951
,EXPT01978
,EXPT01926
,EXPT00004
,DB04025
,EXPT03005
,EXPT01246
,EXPT01927
,EXPT02291
,EXPT00622
,EXPT02257
,EXPT00350
,EXPT01170
,EXPT03200
,EXPT00437
,EXPT00122
,EXPT01026
,EXPT00818
,EXPT00087
,EXPT01526
,EXPT01498
,EXPT00232
A11HA31,EXPT02501
,EXPT01396
,EXPT01221
,EXPT01109
,EXPT01833
,EXPT00430
,EXPT02940
,EXPT02600
,EXPT00547
,EXPT00277
,EXPT02688
,EXPT02505
,EXPT02391
,EXPT01014
,EXPT02470
,EXPT01334
,EXPT01034
,EXPT00307
,EXPT01369
,EXPT00367
,EXPT02178
,EXPT00481
,EXPT01987
,EXPT01089
,EXPT02633
,EXPT00058
,EXPT00174
,EXPT00370
,EXPT02576
,EXPT02033
,EXPT02041
,EXPT01055
,EXPT00445
,EXPT02894
,EXPT02550
,EXPT00349
,EXPT01252
,EXPT01282
,EXPT01612
,EXPT00182
,EXPT02114
,EXPT02302
,EXPT00667
,EXPT02363
,EXPT01129
,EXPT00856
,EXPT03138
,EXPT01703
,EXPT01587
,EXPT01641
,EXPT01816
,EXPT03286
,EXPT02411
,EXPT01439
,DB11078
,EXPT01100
,EXPT01604
,EXPT02498
,EXPT01596
,EXPT01224
,EXPT00829
,EXPT00879
,EXPT01296
,EXPT02162
,EXPT03013
,EXPT01976
,EXPT00640
,EXPT00757
,EXPT00682
,EXPT02618
,DB04247
,EXPT01501
,EXPT02978
,EXPT00163
,DB04355
,EXPT01924
,DB03265
,EXPT01651
,EXPT00597
,EXPT00095
,EXPT02767
,EXPT02092
,EXPT02989
,EXPT02337
,EXPT01350
,EXPT03077
,EXPT00599
,EXPT00626
,EXPT02941
,EXPT00794
,EXPT03011
,EXPT01188
,EXPT02229
,EXPT02085
,EXPT02874
,EXPT00369
,EXPT00035
,EXPT00659
,EXPT01046
,EXPT00580
,EXPT01003
,EXPT01893
,EXPT01804
,EXPT02305
,EXPT00511
,EXPT00538
,EXPT02404
,EXPT02151
,EXPT01752
,EXPT02871
,EXPT02325
,EXPT00758
,EXPT03268
,EXPT00017
,EXPT00372
,EXPT00200
,EXPT00422
,EXPT02890
,EXPT02198
,EXPT03097
,DB11280
,DB03398
,EXPT02702
,EXPT02242
,EXPT02684
,EXPT00031
,EXPT02054
,EXPT01998
,EXPT02069
,EXPT00700
,EXPT00742
,EXPT00951
,EXPT01265
,EXPT00950
,EXPT02489
,EXPT01212
,EXPT00253
,EXPT03167
,EXPT00564
,EXPT02817
,EXPT02783
,EXPT00121
,EXPT01699
,EXPT00397
,EXPT00646
,EXPT02021
,EXPT01461
,EXPT00711
,EXPT02272
,EXPT00704
,EXPT00096
,EXPT00157
,EXPT00776
,EXPT03075
,EXPT01638
,EXPT01319
,EXPT01988
,EXPT02804
,EXPT00771
,DB11103
,EXPT00165
,EXPT03101
,EXPT00309
,EXPT02143
,EXPT00809
,EXPT02687
,EXPT02504
,EXPT00487
,EXPT01299
,EXPT02546
,EXPT03238
,EXPT03035
,EXPT00982
,EXPT01736
,EXPT03207
,EXPT00246
,EXPT02878
,EXPT00029
,EXPT00439
,EXPT00518
,EXPT00275
,EXPT02320
,DB02284
,EXPT01920
,EXPT01183
,EXPT02116
,EXPT00396
,EXPT01214
,EXPT00382
,EXPT01445
,EXPT03093
,EXPT00289
,EXPT02604
,DBSALT002202
,EXPT03132
,EXPT00991
,EXPT02531
,EXPT02650
,EXPT00251
,EXPT00181
,EXPT01883
,EXPT02980
,EXPT02891
,EXPT03102
,EXPT02725
,EXPT00239
,EXPT02462
,EXPT01084
,EXPT01537
,EXPT01503
,EXPT01995
,EXPT02972
,EXPT02497
,EXPT01417
,EXPT00090
,EXPT01190
,EXPT02749
,EXPT01837
,EXPT00537
,EXPT00432
,EXPT00502
,EXPT01433
,EXPT01759
,EXPT01532
,EXPT01708
,EXPT00421
,EXPT00981
,EXPT01253
,EXPT01828
,EXPT00923
,EXPT02761
,EXPT03050
,EXPT02137
,EXPT01894
,DB06425
,EXPT01783
,EXPT01627
,EXPT01148
,DB03579
,EXPT02873
,EXPT00549
,EXPT00082
,EXPT02025
,EXPT00036
,EXPT00510
,EXPT01449
,EXPT00679
,EXPT03150
,EXPT00849
,EXPT03233
,EXPT01949
,EXPT02747
,EXPT01542
,EXPT02297
,DB08863
,EXPT00513
,EXPT02973
,EXPT00544
,EXPT01075
,EXPT00844
,EXPT00710
,EXPT00325
,EXPT01157
,EXPT01450
,EXPT03045
,EXPT01116
,EXPT01497
,EXPT01985
,EXPT03240
,EXPT00987
,EXPT00714
,EXPT00670
,EXPT01929
,EXPT00290
,EXPT01254
,EXPT02565
,EXPT00528
,EXPT03116
,EXPT00632
,EXPT01658
,EXPT01225
,EXPT00149
,EXPT00065
,EXPT03130
,EXPT01398
,EXPT02357
,EXPT00994
,EXPT02835
,EXPT00925
,EXPT00941
,EXPT02496
,EXPT01048
,EXPT01935
,EXPT01483
,EXPT01051
,EXPT00366
,EXPT02848
,EXPT00507
,EXPT01435
,DB02886
,EXPT00881
,EXPT00976
,EXPT01233
,EXPT00196
,EXPT00128
,EXPT00447
,EXPT01711
,EXPT00984
,EXPT01545
,EXPT00320
,EXPT00287
,EXPT01936
,EXPT01311
,EXPT02433
,EXPT00996
,EXPT01746
,EXPT00413
,EXPT00722
,EXPT01822
,EXPT00909
,EXPT01743
,EXPT00435
,EXPT00919
,EXPT01207
,EXPT02467
,EXPT01249
,EXPT03229
,EXPT01516
,DB06424
,EXPT00935
,EXPT03251
,EXPT03118
,EXPT00887
,EXPT02517
,EXPT01324
,EXPT02738
,EXPT00812
,EXPT00205
,EXPT02621
,EXPT01853
,EXPT02597
,EXPT00068
,EXPT00579
,EXPT03213
,EXPT02881
,EXPT02221
,EXPT01983
,DB01769
,EXPT00654
,EXPT00615
,EXPT02950
,EXPT02247
,EXPT02574
,EXPT01074
,EXPT01792
,EXPT00240
,EXPT03265
,EXPT01464
,EXPT03289
,EXPT02661
,EXPT02000
,EXPT00741
,EXPT02429
,EXPT02205
,EXPT01205
,EXPT01165
,EXPT01181
,EXPT02179
,EXPT02104
,EXPT01986
,EXPT01801
,EXPT02421
,EXPT02264
,EXPT01184
,EXPT01721
,EXPT00440
,EXPT01293
,EXPT01700
,EXPT02335
,EXPT01355
,EXPT02216
,EXPT01104
,EXPT02465
,EXPT01928
,EXPT02549
,EXPT01057
,EXPT01476
,EXPT03169
,EXPT01717
,EXPT00753
,EXPT01729
,EXPT03232
,EXPT02183
,EXPT00772
,EXPT00968
,EXPT00760
,EXPT00314
,EXPT02710
,EXPT01731
,EXPT02792
,EXPT01541
,EXPT02766
,EXPT01441
,EXPT02919
,EXPT01255
,EXPT00405
,EXPT01070
,EXPT00492
,EXPT01903
,EXPT00361
,EXPT02076
,EXPT01185
,EXPT02514
,EXPT03146
,EXPT01564
,EXPT00116
,EXPT02239
,EXPT01868
,EXPT00830
,EXPT01147
,DB02539
,EXPT02921
,EXPT01547
,EXPT02252
,EXPT01977
,EXPT02901
,EXPT02733
,EXPT01085
,EXPT01069
,EXPT02269
,EXPT00310
,EXPT00890
,EXPT00681
,EXPT01374
,EXPT02448
,EXPT02599
,EXPT00185
,EXPT01504
,EXPT01618
,EXPT01300
,EXPT00655
,EXPT00094
,EXPT00331
,EXPT00224
,EXPT02559
,EXPT02447
,EXPT01530
,EXPT01843
,EXPT00892
M01AG03,EXPT01442
,EXPT00565
,EXPT02960
,EXPT01864
,EXPT01279
,EXPT02345
,EXPT02507
,EXPT01192
,EXPT01962
,EXPT02508
,EXPT02185
,EXPT00726
,EXPT02803
,EXPT00053
,EXPT02794
,EXPT01453
,EXPT02241
,EXPT00051
,EXPT02636
,EXPT00218
,DB02193
,EXPT00152
,EXPT01430
,EXPT02997
,DB12437
,EXPT01993
,EXPT01666
,EXPT00474
,EXPT01910
,EXPT00917
,EXPT00683
,EXPT00385
D05AX52,EXPT02131
,EXPT03070
,EXPT00132
,EXPT01839
,EXPT01314
,EXPT01556
,EXPT01000
,EXPT01770
,EXPT01310
,EXPT03260
,EXPT03080
,EXPT01278
,EXPT00688
,EXPT00453
,EXPT03165
,DB04536
,EXPT00274
,EXPT01595
,EXPT01456
,EXPT02403
,EXPT02300
,EXPT02779
,EXPT01674
,EXPT01802
,EXPT00249
D08AX05,DB04402
,DB07904
,EXPT02598
,EXPT01727
A02BX01,EXPT00848
,EXPT00040
,EXPT01392
,EXPT01301
,EXPT00192
,EXPT00587
,EXPT00328
,EXPT00843
,EXPT02321
,EXPT02742
,EXPT02839
,EXPT02880
,EXPT01362
,EXPT02478
,EXPT01033
,EXPT00139
,EXPT00578
,EXPT01478
,EXPT02346
,EXPT02193
,EXPT00176
,EXPT01679
,EXPT02739
,EXPT03009
,EXPT01855
,EXPT02145
,EXPT01992
,EXPT02697
,EXPT01984
,EXPT02865
D02BA01,EXPT02486
,EXPT00588
,EXPT02876
,EXPT02592
,EXPT00299
,EXPT00010
,EXPT02432
,EXPT00160
,EXPT02135
,EXPT02328
,EXPT03272
,EXPT00516
,EXPT03259
,EXPT02265
,EXPT01630
,EXPT01672
,EXPT02196
,EXPT01603
,EXPT00134
,DB12913
,EXPT02312
A10XA01,EXPT03082
,EXPT01432
,EXPT02326
,EXPT02610
,EXPT00330
,EXPT01117
,EXPT01667
,EXPT01415
,EXPT02443
,EXPT01312
,EXPT01370
,EXPT03081
,EXPT00091
,EXPT02796
,EXPT00341
,EXPT02463
,EXPT02228
,EXPT00067
,EXPT02540
,EXPT00749
,DB04344
,EXPT00955
,EXPT02083
,EXPT00106
,EXPT01790
,EXPT01696
,EXPT02719
,EXPT02417
,EXPT00911
,EXPT02420
,EXPT02813
,EXPT03018
,EXPT00773
,EXPT01313
,EXPT02051
,EXPT03175
,EXPT02920
,EXPT02603
,EXPT01571
,EXPT00974
,EXPT01071
,EXPT00983
,DB08452
,EXPT01895
,EXPT02998
,EXPT01053
,EXPT00339
,EXPT02492
,EXPT00230
,EXPT00505
,EXPT01899
,EXPT02012
,EXPT00180
,EXPT00650
,EXPT02935
,EXPT02130
,EXPT00457
,EXPT01737
,EXPT01598
,EXPT03028
,EXPT01260
,EXPT00786
,EXPT00730
,EXPT03131
,EXPT02857
,EXPT01386
,EXPT01443
,EXPT00831
,EXPT00797
,DB04412
,EXPT01553
,EXPT00986
,EXPT01078
,EXPT01399
,EXPT00018
,EXPT00400
,EXPT02119
,EXPT00042
,EXPT02173
,EXPT00073
,EXPT01106
,EXPT02091
,EXPT02395
,EXPT01774
,EXPT00041
,EXPT00089
,EXPT02527
,EXPT02176
,EXPT02859
,EXPT02854
,EXPT00729
,EXPT03092
,EXPT01343
,EXPT00805
,EXPT02309
,EXPT01723
,EXPT01009
,EXPT00360
,EXPT01907
,EXPT00378
,EXPT01590
,DB02150
,EXPT01733
,EXPT00745
,EXPT01308
,EXPT01649
,EXPT00963
,EXPT01209
,EXPT00866
,EXPT02979
,EXPT00333
,EXPT01061
,EXPT00335
,EXPT01851
,EXPT00428
,EXPT02984
,EXPT01922
,EXPT01466
,EXPT02481
,EXPT02304
,EXPT00120
,EXPT01913
,EXPT00995
,EXPT01531
,EXPT00863
,EXPT01180
,EXPT00596
,EXPT01891
,EXPT01132
,EXPT01448
,EXPT02646
,EXPT00380
,EXPT00019
,EXPT01656
,EXPT00270
,EXPT00959
,EXPT02402
,EXPT01524
,DB08850
,DB04305
,EXPT03006
,EXPT00127
,EXPT01328
,EXPT00170
,EXPT02126
,EXPT01718
,EXPT02348
,EXPT00214
,EXPT02018
,EXPT02717
,EXPT02750
,EXPT01424
L01XX38,EXPT02902
,EXPT01574
,EXPT02834
,EXPT00591
,EXPT02692
,EXPT00201
,EXPT01640
,EXPT03119
,EXPT03209
,EXPT01492
,EXPT01257
,EXPT02764
,EXPT02428
,EXPT03103
,EXPT00938
,EXPT00649
,EXPT01676
,EXPT01799
,EXPT00611
,EXPT02731
,EXPT02468
,DB07442
,EXPT01096
,EXPT01931
,EXPT01240
,EXPT00782
,EXPT00997
,EXPT00780
,EXPT01471
,EXPT02172
,EXPT02773
,EXPT00484
,EXPT02566
,EXPT01491
,EXPT00870
,EXPT02658
,EXPT00206
,EXPT01261
,EXPT01467
,EXPT02215
,EXPT01939
,EXPT00394
,EXPT01222
,EXPT01018
,EXPT00011
,EXPT01140
,EXPT00715
,EXPT00539
,EXPT03060
,EXPT01950
,EXPT00543
,EXPT01528
,EXPT01591
,EXPT00486
,EXPT00086
,EXPT01099
,EXPT02861
,EXPT02938
,EXPT00937
,EXPT00231
,EXPT01425
,EXPT00607
,EXPT01149
,EXPT00712
,EXPT00338
,EXPT01481
,EXPT02560
,EXPT02323
,EXPT00648
,EXPT00344
,EXPT02004
,EXPT02412
,EXPT01626
,EXPT01784
,EXPT00756
,EXPT02556
,EXPT00647
,EXPT00351
,EXPT00657
,EXPT02071
,EXPT00033
,EXPT00841
,EXPT01863
,EXPT00354
,EXPT02406
H01BA04,EXPT03310
,EXPT02256
P01AX10,EXPT01509
,EXPT01772
,EXPT01473
,EXPT00799
,EXPT00162
,EXPT01323
,EXPT02372
,EXPT02278
,EXPT00038
,EXPT02184
,EXPT00949
,EXPT02473
,EXPT02026
,EXPT00285
,EXPT01114
,EXPT02073
,EXPT01610
,EXPT02330
A05AA03,EXPT00906
,EXPT01434
,EXPT00592
,EXPT00329
,EXPT02645
,EXPT00775
,EXPT03088
,EXPT02810
,EXPT00608
,EXPT01956
,EXPT03062
,EXPT01533
,EXPT00077
,EXPT01601
,EXPT02932
,EXPT02905
,EXPT00612
,EXPT02852
,EXPT00074
,EXPT00971
,EXPT02350
,EXPT03214
,EXPT00666
,EXPT00241
,EXPT00540
,EXPT03188
,EXPT01186
,EXPT02875
,EXPT02396
,EXPT01558
,EXPT01093
,EXPT02493
,EXPT02444
,EXPT03171
,EXPT01693
,EXPT00744
,EXPT02464
,EXPT01559
A11HA01,EXPT02307
,EXPT00267
S01AA13,EXPT01507
,EXPT00717
,EXPT00148
,EXPT02134
,EXPT02472
,EXPT02968
,EXPT01126
,EXPT03117
,EXPT03309
,EXPT00379
,EXPT03160
,EXPT00473
,EXPT02167
,EXPT01056
,EXPT00842
,EXPT01605
,EXPT02726
,EXPT01567
,EXPT00716
,EXPT00495
,EXPT00424
,DB02389
,EXPT00698
,EXPT03279
,EXPT00032
,EXPT02093
,EXPT01342
,EXPT02284
,EXPT02705
,EXPT02117
,EXPT00503
,EXPT00414
,EXPT00244
,EXPT00173
,EXPT00233
,EXPT01973
,EXPT00610
,EXPT02653
,EXPT03205
,EXPT02595
,EXPT01886
,EXPT02613
,EXPT00956
,EXPT02364
,EXPT03095
,EXPT02929
,EXPT02694
,EXPT02479
,EXPT02722
,EXPT02727
,EXPT01908
,EXPT01671
,EXPT01379
,EXPT01038
,EXPT00300
,EXPT02201
,EXPT00559
,EXPT03288
,EXPT01506
,EXPT00736
,EXPT00315
,EXPT02977
,EXPT00156
,EXPT02534
,EXPT01716
,EXPT02605
,EXPT00466
,EXPT00833
,EXPT00644
,EXPT01022
,EXPT01857
,EXPT01429
,EXPT00175
,EXPT01387
,EXPT02197
,EXPT01702
,EXPT02608
,EXPT03199
,EXPT01122
,EXPT01933
,EXPT00025
,EXPT00523
,EXPT00357
,EXPT02380
,EXPT00399
,EXPT02140
,EXPT03049
,EXPT01385
,EXPT01462
,EXPT02644
,EXPT00377
,EXPT03163
,EXPT02260
,EXPT02819
,EXPT01427
,EXPT00651
,EXPT02170
,EXPT01161
,EXPT00391
,EXPT01570
,EXPT02276
,EXPT01416
,EXPT00826
,EXPT01948
,EXPT02793
,EXPT03033
,EXPT00828
,EXPT00748
,EXPT02488
,EXPT02606
,EXPT03237
,EXPT01119
,EXPT01997
,EXPT02963
,EXPT01487
,EXPT00124
,EXPT02954
,EXPT00930
,EXPT01836
,EXPT01519
,EXPT01643
,DB03377
,EXPT00141
,EXPT01241
,EXPT00204
,EXPT02299
,EXPT00308
,EXPT01520
,EXPT00386
,DB04390
,EXPT02664
,EXPT03122
,EXPT02557
,EXPT00257
,EXPT00327
,EXPT03025
,EXPT01248
,EXPT01259
,EXPT00443
,EXPT00003
,EXPT01337
,EXPT01622
,EXPT01371
,EXPT02829
,EXPT01080
,EXPT01904
,EXPT01838
,EXPT00720
,EXPT01634
,EXPT02203
,EXPT02084
,EXPT01963
,EXPT02332
,EXPT02400
,EXPT02956
,EXPT01878
,EXPT01266
,EXPT00318
,EXPT01303
,EXPT03128
,EXPT02503
,EXPT02535
,EXPT00680
,EXPT00056
,EXPT02227
,EXPT01242
,EXPT01686
,EXPT01848
,EXPT01098
,EXPT00001
,EXPT00191
,EXPT00724
,EXPT00658
,EXPT00136
,EXPT02150
,EXPT02924
,EXPT00480
,EXPT02248
,EXPT03212
,EXPT03189
,EXPT01067
,EXPT02088
G03BB02,EXPT01199
,EXPT02647
,EXPT00781
,EXPT00762
,EXPT02475
,EXPT00834
,EXPT01321
,EXPT00303
,EXPT01402
,EXPT00977
,EXPT00536
,EXPT00059
,EXPT00525
,EXPT00927
,EXPT02043
,EXPT02343
,EXPT03284
,EXPT01286
,EXPT03285
,EXPT02872
,EXPT01390
,EXPT00746
,EXPT02019
C03CA03,EXPT03308
,EXPT01262
,EXPT03140
,EXPT01958
,DB01660
,EXPT00990
,EXPT00064
,EXPT02244
,EXPT03003
,EXPT02086
,EXPT00286
,EXPT00589
,EXPT02907
,EXPT03149
,EXPT01858
,EXPT01941
,EXPT00404
,EXPT01842
,EXPT01898
,EXPT00115
,EXPT01469
,EXPT01709
,EXPT01757
,EXPT00190
,EXPT00471
,EXPT00769
,EXPT01687
,EXPT02762
,EXPT02669
,EXPT02436
,EXPT02238
N06AX01,EXPT01780
,EXPT02200
,DB01869
,EXPT00791
,EXPT01045
,EXPT01597
,EXPT02674
,EXPT01513
,EXPT02327
,EXPT02561
,EXPT03151
,EXPT02667
,EXPT00593
,EXPT02626
,EXPT00008
,EXPT01008
,EXPT01578
,EXPT03197
,EXPT03015
,EXPT01755
,EXPT02394
,EXPT03057
,EXPT02715
,EXPT00738
,EXPT02614
,EXPT02240
,EXPT00334
,EXPT03089
,EXPT03271
,EXPT01942
,EXPT00346
,EXPT03058
,EXPT03044
,EXPT01682
,EXPT02210
,EXPT00823
,EXPT01690
,EXPT02916
,EXPT02741
,EXPT02735
,EXPT00545
,EXPT02596
,EXPT01906
,EXPT01662
,EXPT00419
,EXPT03147
,EXPT00575
,EXPT02441
,EXPT01670
,EXPT00609
,EXPT01349
,EXPT00438
,EXPT01063
,EXPT00851
,EXPT02660
,EXPT00317
,EXPT02006
,EXPT00155
,EXPT00924
,EXPT00966
,EXPT03182
,EXPT02990
,EXPT02634
,EXPT01750
,EXPT00184
,EXPT02570
,EXPT03110
,EXPT00269
,EXPT01276
,EXPT01665
,EXPT02236
,EXPT03256
,EXPT01762
,EXPT02410
,EXPT02074
,EXPT01900
,EXPT02390
,EXPT03177
,EXPT02485
,EXPT00092
,EXPT00616
,EXPT00046
,EXPT03180
,EXPT01352
,EXPT03164
,EXPT01043
,EXPT03042
,EXPT03297
,EXPT02186
,EXPT02127
,EXPT00227
,EXPT02141
,EXPT02934
,EXPT00820
,EXPT02032
,EXPT02365
,EXPT02748
,EXPT01332
,EXPT01195
,EXPT00312
,EXPT01215
,EXPT00062
