atc-code,drugbank-id
,EXPT03280
,EXPT01072
,EXPT02840
,EXPT02146
,EXPT01494
,EXPT00177
,EXPT02651
,EXPT02642
,EXPT02360
,EXPT02049
,EXPT02673
,EXPT00084
,EXPT00864
,EXPT03178
,EXPT01830
,EXPT00348
,DB11307
,EXPT00527
,EXPT03152
A12CC08,EXPT00247
,EXPT02676
,EXPT01619
,EXPT01756
,EXPT02693
,EXPT00055
,EXPT03069
,EXPT01341
,EXPT02617
,EXPT02237
,EXPT03191
,EXPT00288
,EXPT02743
,EXPT02439
,EXPT03136
,EXPT00321
,EXPT01193
,DB11931
,EXPT00624
,EXPT01166
,EXPT02281
,EXPT00108
,EXPT01631
,EXPT02904
,EXPT01475
,EXPT00088
,EXPT00634
,EXPT02914
,EXPT00110
,EXPT00006
,EXPT03125
,EXPT01810
,EXPT00045
,EXPT03114
,EXPT02204
,EXPT00669
S01EB09,EXPT00412
,EXPT02858
,EXPT01625
,EXPT00770
,EXPT01871
,EXPT02383
,EXPT00020
,EXPT01360
,EXPT02704
,EXPT02010
,EXPT00692
,EXPT00208
,EXPT00690
,DB02769
,EXPT01376
,EXPT01692
,EXPT03154
,DB02682
,EXPT01391
,EXPT00363
,EXPT00113
,EXPT01060
,EXPT00687
,EXPT02643
,EXPT01463
,EXPT03185
,EXPT01175
,EXPT01150
,EXPT00125
,EXPT00282
,EXPT01960
,EXPT03034
,EXPT01550
,EXPT01980
,EXPT02082
,EXPT01154
G01AD02,DB04184
,EXPT02511
,EXPT02318
,EXPT01758
,EXPT00980
,EXPT01918
,EXPT03017
,EXPT01012
,EXPT02628
,EXPT02630
,EXPT01852
,EXPT00250
,EXPT02899
,EXPT02943
,EXPT00037
,EXPT02554
,EXPT01407
,EXPT00243
,EXPT03249
,EXPT00750
,EXPT02700
,EXPT02450
,EXPT02191
,EXPT02451
,EXPT02037
,EXPT01712
,EXPT02965
,EXPT02161
,EXPT01414
,EXPT01972
,EXPT01747
,EXPT03068
,EXPT01358
,EXPT00316
,EXPT01139
,EXPT03043
,EXPT02945
,EXPT02389
,EXPT02652
,EXPT01236
,EXPT00763
,EXPT01589
,EXPT02456
,EXPT00463
,EXPT01081
,EXPT01307
,EXPT00623
,EXPT02068
,EXPT02957
,EXPT00427
,EXPT01817
,EXPT00600
,EXPT01268
,EXPT01485
,EXPT00491
,EXPT01288
,EXPT01142
,EXPT01735
,EXPT01290
,EXPT01368
,EXPT02366
,EXPT02926
,EXPT00985
,EXPT02666
,EXPT02670
,EXPT00337
,EXPT02401
,EXPT02736
,EXPT01954
,EXPT00060
,EXPT01611
,EXPT00238
,EXPT02474
,EXPT01007
,EXPT02081
,EXPT01548
,EXPT01394
,EXPT03000
,EXPT02298
,EXPT00555
,EXPT01458
,EXPT02552
,EXPT02991
,EXPT03046
,EXPT02826
,EXPT01219
,EXPT02476
,EXPT02601
N01BX03,EXPT01917
,EXPT01470
,EXPT00403
,EXPT01137
,EXPT00743
,EXPT00049
,EXPT01890
,EXPT03022
,EXPT01131
,EXPT02681
,EXPT03126
,EXPT00063
,EXPT00449
,EXPT01397
,EXPT02434
,EXPT00442
,EXPT01151
,EXPT01073
,EXPT01283
,EXPT02187
,EXPT01285
,EXPT02044
,EXPT02996
,EXPT01247
,EXPT01510
,EXPT01544
,EXPT01707
,EXPT00899
,EXPT02640
,EXPT00098
,EXPT01083
,EXPT02856
,EXPT01568
,EXPT00542
,EXPT02255
,EXPT02893
,EXPT03120
,EXPT02917
,EXPT02622
,EXPT01775
,EXPT02381
,EXPT02136
,EXPT02077
,EXPT02586
,EXPT02959
,EXPT02659
,EXPT01862
,EXPT00147
,EXPT03161
,EXPT02048
,EXPT02344
,DB09544
,EXPT01493
,EXPT00783
,EXPT01031
,EXPT01505
,EXPT00169
,EXPT01208
,EXPT01722
,EXPT00075
,EXPT00882
,EXPT01238
,EXPT00202
,EXPT02931
,EXPT02111
,EXPT03277
,EXPT00901
,EXPT01879
,EXPT02214
,EXPT02724
,EXPT01593
,EXPT02362
,EXPT00534
,EXPT02975
,EXPT00069
,EXPT00705
,EXPT01636
,EXPT00614
,EXPT01901
,EXPT00448
,EXPT00819
,EXPT02961
,EXPT03039
,EXPT01818
,DB03131
,EXPT02524
,EXPT03038
,EXPT01794
,EXPT00332
,EXPT02313
,EXPT02031
,EXPT01037
,EXPT01870
,EXPT02455
,EXPT03121
,EXPT02923
,EXPT02169
,EXPT02285
,EXPT02279
,EXPT01719
,EXPT02189
,DB03969
,EXPT00877
,EXPT01289
,EXPT01865
,EXPT02553
,EXPT01778
,EXPT00353
,EXPT01486
,EXPT00553
,EXPT02171
,EXPT00295
,EXPT03137
,EXPT00374
,EXPT02039
,EXPT00189
,EXPT03135
,EXPT02611
,EXPT01041
,EXPT00907
,EXPT01514
,EXPT00221
,EXPT00213
,EXPT01751
,EXPT01957
,EXPT03270
,EXPT02679
,EXPT00904
,EXPT01599
,EXPT02889
,EXPT03298
,EXPT03029
,EXPT03168
,EXPT01344
,EXPT02648
,EXPT01811
,EXPT01989
,EXPT00796
,EXPT01720
,EXPT02520
,EXPT02101
,EXPT00222
,EXPT00168
,EXPT02426
,EXPT00215
,EXPT01875
,EXPT02015
,EXPT01297
,EXPT02038
,EXPT01029
,EXPT03096
,EXPT00047
,EXPT01144
,EXPT03201
,EXPT01624
,EXPT01806
,EXPT03153
,EXPT02843
,EXPT00673
,EXPT02986
,EXPT01176
,EXPT00577
,EXPT02974
,EXPT00874
,EXPT01197
,EXPT00706
,EXPT00153
,EXPT02224
,EXPT03172
,EXPT01562
,EXPT02521
,EXPT02571
,EXPT00456
,EXPT00027
,EXPT00709
,EXPT00150
,EXPT00740
,EXPT00759
,EXPT03016
,EXPT00470
,EXPT03196
,EXPT03183
,EXPT00560
,EXPT00891
,EXPT01970
,EXPT02910
,EXPT01490
,EXPT02120
,EXPT02219
,EXPT02301
,EXPT02836
,EXPT02494
,EXPT03252
,EXPT02293
,EXPT03032
,EXPT01459
,EXPT00057
,EXPT02295
,EXPT02913
,EXPT01189
,EXPT01557
,EXPT00747
,EXPT02102
,EXPT02152
,EXPT02815
,EXPT02752
,EXPT00296
,EXPT02833
,EXPT02408
,EXPT01600
,EXPT00751
,EXPT01681
,EXPT02776
,EXPT00686
,EXPT01637
,EXPT01400
,EXPT01632
,EXPT02930
,EXPT03157
,EXPT01966
,EXPT02030
,EXPT01179
,DB04550
,EXPT02164
,EXPT01820
,EXPT00998
,EXPT02449
,EXPT02199
,EXPT02188
,EXPT01377
,EXPT01576
,EXPT01789
,EXPT01521
,EXPT02698
,EXPT01267
,EXPT00355
,EXPT00294
,EXPT02148
,EXPT00973
,EXPT01873
,DB03334
,EXPT03211
,EXPT00151
,EXPT01375
,EXPT01356
,EXPT03299
,EXPT02243
,EXPT02156
,EXPT00896
,EXPT00567
,EXPT00752
,EXPT01953
,EXPT00304
,EXPT00493
,EXPT03264
,EXPT00836
,EXPT01389
,EXPT01527
,EXPT01607
,EXPT03283
,EXPT03293
,EXPT03294
,EXPT01042
,EXPT02280
,EXPT02311
,EXPT00839
,EXPT02036
,EXPT00024
,EXPT01036
,EXPT01969
,EXPT01967
,EXPT00731
,EXPT01909
,EXPT01206
,DB02387
,EXPT01668
,EXPT01946
,EXPT01016
,EXPT02539
,EXPT02927
,EXPT03087
,EXPT01065
,EXPT01694
,EXPT03059
,EXPT02231
,EXPT01580
,EXPT02942
,EXPT00365
,EXPT00774
,EXPT01844
,EXPT00030
,EXPT00198
,EXPT01484
,EXPT02751
,EXPT01403
,EXPT03307
,EXPT03066
,EXPT00105
,EXPT02721
,EXPT01538
,EXPT02981
,EXPT02828
,DB03599
M02AA04,EXPT02440
,EXPT03266
,EXPT02707
,EXPT01167
,EXPT02110
,EXPT00541
,EXPT00322
,EXPT02619
,EXPT01539
,EXPT03109
,EXPT00302
,EXPT02851
,EXPT01826
,EXPT01889
,DB03838
,EXPT01172
,EXPT01647
,EXPT01594
,DB12922
,EXPT00039
,EXPT00229
,EXPT00936
,EXPT00754
,EXPT00167
,EXPT01405
,EXPT00504
,EXPT00172
,EXPT00209
B03BA05,EXPT00979
J01GB10,EXPT02786
,EXPT01959
,EXPT00392
,EXPT02354
,DB07690
,EXPT00237
,EXPT00635
,EXPT00358
,EXPT01273
,EXPT00154
,EXPT00433
,EXPT01930
,EXPT02377
,EXPT01829
,EXPT03144
,EXPT02754
,EXPT02056
,EXPT01335
,EXPT01359
,EXPT01617
,EXPT02563
,EXPT00898
,EXPT01555
,DB02157
,EXPT01298
,EXPT00107
,EXPT01013
,EXPT00171
,EXPT02491
,EXPT01991
,EXPT01914
,EXPT00713
,EXPT00850
,EXPT02029
,EXPT03078
,EXPT02024
,EXPT03273
,EXPT02654
,EXPT00085
,EXPT01010
,EXPT00594
,EXPT02080
,EXPT02587
,EXPT02415
,EXPT02714
,EXPT02125
,EXPT03194
,EXPT00583
,EXPT02867
,EXPT00725
,EXPT00212
,EXPT02452
,EXPT01244
,EXPT00297
,EXPT03063
,EXPT01232
,EXPT00825
,EXPT00878
,EXPT03193
,EXPT03112
,EXPT03129
,EXPT01120
,EXPT02969
,EXPT03155
,EXPT01653
,EXPT00873
,EXPT00183
,EXPT02526
,EXPT02790
,EXPT02830
,EXPT00931
,EXPT03208
,DB12918
,EXPT02002
,EXPT02838
,EXPT02142
,EXPT02863
,EXPT01284
,EXPT03312
,EXPT01482
,EXPT01066
,EXPT00021
,EXPT00278
,EXPT01354
,EXPT02689
,EXPT00441
,EXPT00641
,EXPT03224
,EXPT02062
,EXPT00326
,EXPT03090
,EXPT00245
,EXPT03258
,EXPT03195
,EXPT02324
,EXPT01127
,DB02344
,EXPT01196
,EXPT03108
,EXPT03250
,EXPT01659
,EXPT02482
,EXPT00070
,EXPT00054
,EXPT00052
,EXPT00159
,EXPT02831
,EXPT01346
,EXPT01133
,EXPT03267
,EXPT02147
,EXPT01002
,EXPT01454
,EXPT02522
,EXPT01388
,EXPT02319
,EXPT02918
,EXPT01315
,EXPT00293
,EXPT00375
,EXPT01198
,EXPT02338
,EXPT02744
,EXPT00195
,EXPT01947
,EXPT01115
,EXPT01934
,EXPT01438
B05BB03,EXPT03072
,EXPT00417
,DB11070
,EXPT00619
,EXPT02763
,EXPT01239
,EXPT02769
,EXPT03176
,EXPT00252
,EXPT00216
,EXPT00808
,EXPT02641
,EXPT00719
,EXPT01695
,EXPT01152
,EXPT01741
,EXPT02740
,EXPT01217
,DB04319
,EXPT01861
,EXPT01280
,EXPT00138
,EXPT00703
,EXPT02268
,EXPT00551
,EXPT01094
,EXPT00454
N02BE03,DB08243
,EXPT01336
,EXPT02067
,EXPT02011
,EXPT01522
,EXPT01226
,EXPT02437
,EXPT00345
,EXPT03241
A16AX11,EXPT00675
,EXPT01440
,EXPT01981
,EXPT02607
,EXPT02317
,EXPT01134
,EXPT02158
,EXPT03187
,EXPT01965
,EXPT00446
,EXPT02235
,EXPT00766
,EXPT00284
,EXPT01203
,EXPT02696
,EXPT02042
,EXPT01786
,EXPT02992
,EXPT01103
,EXPT02154
,EXPT01465
,EXPT00119
,EXPT01102
,EXPT03085
,EXPT02900
,EXPT01725
,EXPT01431
,EXPT01327
,EXPT01331
,EXPT01840
,EXPT02782
,EXPT03206
,EXPT00186
,EXPT00099
,EXPT02677
,EXPT02528
,EXPT02220
,EXPT02414
,EXPT02680
,EXPT03014
,EXPT01602
,EXPT03027
,EXPT00801
,EXPT01295
,EXPT01866
,EXPT03278
,EXPT00109
,EXPT01444
,EXPT01382
,EXPT03281
,EXPT00248
,EXPT00902
,EXPT00732
,EXPT00920
,EXPT01955
,EXPT01028
R05CA13,EXPT00969
,EXPT02816
,EXPT02275
,EXPT03133
,EXPT01229
,EXPT02958
,EXPT01030
,EXPT01644
,EXPT00529
,EXPT01846
,EXPT02466
,EXPT02262
,EXPT02897
,EXPT00023
,EXPT02577
,EXPT02352
,EXPT01264
,EXPT02955
,EXPT01971
,DB02003
,EXPT00876
,EXPT02951
,EXPT01363
,EXPT00489
,EXPT02657
,DB04091
,EXPT00627
,EXPT02245
,DB01507
,EXPT01023
,EXPT02649
,EXPT01588
,EXPT00708
,EXPT00383
,EXPT02737
,EXPT01552
,EXPT00265
,EXPT01880
,EXPT00563
,EXPT02928
,EXPT02818
,EXPT02168
,EXPT00188
,EXPT01773
,EXPT00910
,EXPT02695
,EXPT03021
,EXPT00900
,DB02737
,EXPT02780
,EXPT03203
,EXPT02869
,EXPT00117
,EXPT00934
,EXPT00665
,EXPT00416
,EXPT00164
,EXPT02070
,EXPT02624
,EXPT01381
,EXPT01021
,EXPT00482
,EXPT03239
,EXPT01372
,EXPT00702
,EXPT02149
,EXPT01110
,EXPT02712
,EXPT01489
,EXPT02206
,EXPT00279
,EXPT00531
,EXPT02774
,EXPT00861
,EXPT01275
,EXPT00689
,EXPT01633
,EXPT00387
,EXPT02805
,EXPT03292
,EXPT01845
,EXPT02797
,EXPT01316
,EXPT02469
,EXPT01777
,EXPT02460
,EXPT01353
,EXPT02523
,EXPT01274
,EXPT01339
,EXPT02629
,EXPT01187
,EXPT03263
,EXPT01004
,EXPT03061
,EXPT02860
,EXPT00050
,EXPT01123
,EXPT02866
,EXPT01145
,EXPT01809
,EXPT01488
,EXPT01655
,EXPT02898
,EXPT01088
,EXPT00871
,EXPT02303
,EXPT00832
,EXPT00582
,EXPT00847
,EXPT02877
,EXPT01911
,EXPT03247
,EXPT00291
,EXPT02966
,EXPT02995
,EXPT01779
,EXPT02124
,DB04251
,EXPT02087
,EXPT03134
,EXPT01177
,EXPT02850
,EXPT03166
,EXPT00306
,EXPT02249
,EXPT00813
,EXPT02759
,EXPT01451
,EXPT00988
,EXPT02078
,EXPT00500
,EXPT02001
,EXPT01111
,EXPT01128
,EXPT00220
,EXPT01366
,EXPT00638
,EXPT01994
,EXPT01781
,EXPT01011
,EXPT00862
,EXPT00785
,EXPT02409
,EXPT02964
,EXPT00855
,EXPT00694
,EXPT03210
,EXPT02612
,EXPT03244
,EXPT00628
,EXPT01714
,EXPT00788
,EXPT00636
,EXPT03124
,EXPT01017
,EXPT00590
,EXPT02222
,EXPT02424
,DB14032
,EXPT01925
,EXPT02212
,EXPT02157
,EXPT01534
,EXPT01577
,EXPT00371
,EXPT02685
,EXPT01113
,EXPT03143
,EXPT02329
,EXPT00323
,EXPT02982
,EXPT01125
,EXPT03282
,EXPT00260
,EXPT00840
,EXPT00989
,EXPT00852
,EXPT01357
,EXPT02034
,EXPT00072
,EXPT02306
,EXPT00465
,EXPT00952
,EXPT00061
,EXPT02132
,DB03324
,EXPT01742
,EXPT02308
,EXPT00888
,EXPT02384
,EXPT00258
,EXPT00131
,EXPT02627
,EXPT02691
,EXPT00707
,EXPT02233
,EXPT01885
,EXPT03179
,EXPT02250
,EXPT01849
,EXPT01401
,EXPT00130
,EXPT02339
,EXPT00857
,EXPT01706
,EXPT00207
,EXPT01512
,EXPT01270
,EXPT01153
,EXPT02487
,EXPT02174
,EXPT00043
,EXPT01974
,EXPT02356
,EXPT01767
,EXPT01791
,EXPT00305
,EXPT02251
,EXPT01158
,EXPT02040
,EXPT02107
,EXPT02445
,EXPT01130
,EXPT01769
,EXPT00193
,EXPT00488
,DB12103
,EXPT00584
,EXPT03190
,EXPT00777
,EXPT00359
,EXPT00398
,EXPT03174
,EXPT00617
,EXPT01234
,EXPT02771
,EXPT00926
,EXPT00101
,EXPT00178
,EXPT00431
,EXPT01771
L01AD05,EXPT03300
,EXPT02999
,EXPT00526
,EXPT02862
,EXPT02314
,EXPT00727
,EXPT01881
,EXPT01477
,EXPT01796
,EXPT00672
,EXPT01999
,EXPT01108
,EXPT01087
,EXPT03019
,EXPT02138
,EXPT01529
,EXPT00684
,EXPT01921
,EXPT02115
,EXPT01411
,EXPT01318
,EXPT00395
,EXPT02045
,EXPT01797
,EXPT00256
,EXPT00485
,EXPT01664
,EXPT00884
,EXPT01480
,EXPT02059
,EXPT01660
,EXPT00668
,EXPT01776
,EXPT00633
,EXPT00697
,EXPT00631
,EXPT01850
,EXPT01877
,EXPT02720
,EXPT01086
,EXPT02013
,EXPT00228
,EXPT01952
,EXPT01748
,EXPT01825
,EXPT00464
,EXPT00933
,EXPT00118
,EXPT00678
,EXPT02588
,EXPT00373
,EXPT01793
,DB11055
,EXPT02807
,EXPT01887
,EXPT03099
,EXPT01105
N03AG02,EXPT03231
,DB04056
,EXPT02358
,EXPT00347
,EXPT01263
,EXPT00699
,EXPT01211
,EXPT03181
V06DC02,EXPT01495
,EXPT03170
,EXPT00939
,EXPT02620
,EXPT01294
,EXPT02512
,EXPT00790
,EXPT01896
,EXPT01982
,EXPT01309
,DB03519
,EXPT00083
,EXPT01642
,EXPT02139
,EXPT00953
,EXPT00664
,EXPT01606
,EXPT01782
,EXPT01052
,EXPT01677
,EXPT02678
,EXPT00467
,EXPT01452
,EXPT01744
,EXPT02118
,EXPT01691
,EXPT01760
,EXPT00515
,EXPT01422
,EXPT03055
,EXPT03111
,EXPT02906
,EXPT02225
D08AH01,DB11615
,EXPT00779
,EXPT01499
,EXPT02290
,EXPT01006
,EXPT00223
,EXPT00340
,EXPT02732
,EXPT02057
,EXPT00071
,EXPT03215
,EXPT02784
,DB11287
,EXPT02949
,EXPT02387
,EXPT02430
,EXPT02144
,EXPT01543
,EXPT00352
,EXPT01095
,EXPT03274
,EXPT02369
,EXPT01867
,EXPT02946
,EXPT00817
,EXPT02267
,EXPT03223
,EXPT03091
,EXPT03004
,EXPT01409
,EXPT01975
,EXPT01305
,EXPT02361
,EXPT02580
,EXPT00254
,EXPT01807
,EXPT00268
,EXPT00613
,EXPT01728
,EXPT00639
,EXPT02310
,DB12772
,EXPT02703
,EXPT00660
,EXPT02133
,EXPT02495
,EXPT01322
,EXPT00313
,EXPT01684
,EXPT02453
,EXPT02791
,EXPT01586
,EXPT02347
,EXPT02915
,EXPT01888
,EXPT02530
,EXPT03186
,EXPT01047
,EXPT03276
,EXPT01155
A09AB04,EXPT00922
,EXPT02072
,EXPT01141
,EXPT00570
,EXPT01317
,EXPT01384
,EXPT02368
,EXPT01919
,EXPT01146
,EXPT00451
,EXPT01525
,EXPT00735
,EXPT02506
,EXPT02484
,EXPT02787
,EXPT00701
,EXPT01808
,EXPT01584
,EXPT00867
,EXPT01097
,EXPT01821
,EXPT02052
,EXPT02637
,EXPT00789
,EXPT02438
,EXPT03123
,EXPT02340
,EXPT02106
,EXPT01814
,EXPT00621
,EXPT03065
,EXPT01566
,EXPT01560
,EXPT03100
,EXPT02781
,EXPT01178
,EXPT00630
,EXPT02510
,EXPT01168
,EXPT00104
,EXPT00076
,EXPT01573
,EXPT01884
,EXPT01136
,EXPT02827
,EXPT00755
,EXPT01724
,EXPT01990
,EXPT00242
,EXPT02454
,EXPT02542
,DB12496
,EXPT02690
,EXPT02832
,EXPT01938
,EXPT00194
,EXPT02296
,EXPT01367
,EXPT01201
,EXPT03094
D06BB05,EXPT02378
,EXPT01635
,EXPT02202
,EXPT02849
R05CB03,DB02476
,EXPT00140
,EXPT01551
,EXPT02261
,EXPT01614
,EXPT02065
,EXPT02502
,EXPT01191
,EXPT03023
,EXPT02573
,EXPT02785
,EXPT03104
,EXPT02809
,EXPT02729
,EXPT00356
,EXPT00546
,EXPT03236
,EXPT00787
,EXPT01715
,EXPT00469
,EXPT02129
,EXPT01701
,EXPT03296
,EXPT00161
,EXPT01124
,EXPT00629
,EXPT02853
,EXPT01039
,EXPT00490
,EXPT01218
,EXPT02745
,EXPT01787
,EXPT02656
,EXPT02109
,EXPT02746
,EXPT02581
,EXPT00066
,EXPT01020
,EXPT00111
,EXPT03230
,EXPT01749
,EXPT01050
,EXPT00886
,EXPT00905
,EXPT00821
,EXPT01824
,EXPT00444
,EXPT01281
,EXPT01135
,EXPT02892
,EXPT00524
,EXPT03030
,EXPT03221
G01AD01,DB09294
,EXPT01698
,EXPT00767
,EXPT00509
,EXPT01160
,EXPT02615
,EXPT00929
,EXPT00912
,EXPT02393
,EXPT02655
,EXPT00940
,EXPT02207
,EXPT02589
,EXPT02128
,EXPT02385
,EXPT00146
,EXPT02355
,EXPT02294
,EXPT01710
,EXPT02513
,EXPT02814
,EXPT02386
,DB02612
,EXPT03234
,EXPT01169
,EXPT01502
,EXPT03218
,EXPT00266
,EXPT00499
,EXPT00199
,EXPT03275
,EXPT02382
,EXPT00784
,EXPT00411
,EXPT02701
,EXPT00114
,EXPT00015
,EXPT00497
,DB11214
,EXPT01365
,EXPT01291
,EXPT00093
,EXPT01734
,EXPT01788
,EXPT02419
,EXPT02388
,EXPT00557
,EXPT00390
,EXPT00674
,EXPT03008
,EXPT01182
,EXPT02234
,EXPT01202
,EXPT02811
,EXPT00993
,EXPT03020
,EXPT00389
,EXPT01455
,EXPT02005
,EXPT02953
,EXPT02635
,EXPT02425
,EXPT00210
,EXPT00271
,EXPT02683
,EXPT02812
,EXPT00452
,EXPT00103
,EXPT01118
,EXPT03076
,EXPT00235
,EXPT02349
,EXPT00236
,EXPT02232
,EXPT00957
,EXPT02121
,EXPT02590
,EXPT03053
,EXPT01745
,EXPT02181
,EXPT01675
,EXPT01581
,EXPT02713
,EXPT01171
,EXPT02336
,EXPT01383
,EXPT02435
,EXPT00324
,EXPT02772
,EXPT00548
,EXPT00566
,EXPT02820
,EXPT03145
,EXPT00824
,EXPT03235
,EXPT03086
,EXPT03253
,EXPT02699
,EXPT00908
,EXPT03243
,EXPT02359
,EXPT00187
,EXPT02922
,EXPT02668
,EXPT03246
,EXPT03158
,EXPT02263
,EXPT01174
,EXPT01256
,EXPT00928
,EXPT02413
,EXPT03139
,EXPT01689
,EXPT02883
,EXPT03026
,EXPT02180
,EXPT01897
,EXPT01620
,EXPT00462
,EXPT01235
,EXPT01304
,EXPT00954
,EXPT00643
,EXPT01882
,EXPT00100
,EXPT00255
,EXPT02063
,EXPT00179
,EXPT01639
,EXPT00945
,EXPT01592
,EXPT00601
,EXPT00476
,EXPT01015
,EXPT01847
,EXPT00425
,EXPT00662
,EXPT01554
,EXPT01902
,EXPT01395
M01AX02,EXPT02331
,EXPT00126
,EXPT00401
,EXPT00868
,EXPT02841
,EXPT00409
,EXPT02578
,EXPT01272
,EXPT00595
,EXPT03105
,EXPT00276
,EXPT02023
,EXPT02962
,EXPT01874
,EXPT01025
,EXPT00477
,EXPT02593
J01DD06,DB04570
D05BA01,DB04571
L01AC01,DB04572
G03CA04,DB05375
,DB04574
,DB04575
J01MA08,DB04576
,DB04577
,DB04578
,DB04579
,DB04580
,DB04581
,DB04582
,DB04583
,DB04584
,DB04585
,DB04586
,DB04587
,DB04588
,DB04590
,DB04591
,DB04592
,DB04593
,DB04594
,DB04595
,DB04596
,DB04597
,DB04598
N06BX11,DB04599
,DB04600
,DB04601
,DB04602
,DB04603
,DB04604
,DB04605
,DB04606
,DB04607
,DB04608
,DB04609
,DB04610
,DB04612
,DB04613
,DB04614
,DB04615
,DB04616
,DB04617
,DB04618
,DB04619
,DB04620
,DB04622
,DB04623
,DB04624
,DB04626
,DB04627
,DB04628
,DB04629
H02AA01,DB04630
,DB04631
,DB04632
,DB04633
,DB04634
,DB04636
,DB04637
,DB04638
,DB04639
,DB04640
,DB04641
,DB04642
,DB04643
,DB04644
,DB04645
,DB04646
,DB04647
,DB04648
,DB04649
,DB04650
,DB04651
,DB04652
,DB04653
,DB04654
,DB04655
,DB04656
,DB04657
,DB04658
,DB04659
N07AX02,DB04660
,DB04661
,DB04662
,DB04663
,DB04664
,DB04665
,DB04666
,DB04667
,DB04668
,DB04669
,DB04671
,DB04672
,DB04673
,DB04674
,DB04676
,DB04677
,DB04678
,DB04679
,DB04680
,DB04681
,DB04682
,DB04683
,DB04684
,DB04685
,DB04686
,DB04687
,DB04688
,DB04689
,DB04690
,DB04691
,DB04692
,DB04693
,DB04694
,DB04695
,DB04696
,DB04697
,DB04698
,DB04699
,DB04700
,DB04701
,DB04702
,DB04703
,DB04704
,DB04705
,DB04706
,DB04707
,DB04708
,DB04709
,DB04710
V08AC04,DB04711
,DB04712
,DB04713
,DB04714
,DB04715
,DB04716
,DB04717
,DB04718
,DB04719
,DB04720
,DB04721
,DB04722
,DB04723
,DB04724
,DB04725
,DB04726
,DB04727
,DB04728
,DB04729
,DB04731
,DB04732
,DB04733
,DB04734
,DB04735
,DB04736
,DB04737
,DB04738
,DB04739
,DB04740
,DB04741
,DB04742
M01AX17,DB04743
,DB04744
,DB04745
,DB04746
,DB04747
,DB04748
,DB04749
,DB04750
,DB04751
,DB04752
,DB04753
,DB04754
,DB04755
,DB04756
,DB04757
,DB04758
,DB04759
,DB04760
,DB04761
,DB04762
,DB04763
,DB04764
,DB04765
,DB04767
,DB04768
,DB04769
,DB04770
,DB04771
,DB04772
,DB04773
,DB04774
,DB04775
,DB04776
,DB04777
,DB04778
,DB04779
,DB04780
,DB04781
,DB04782
,DB04783
,DB04784
,DB04785
P01CX02,DB04786
,DB04787
,DB04788
,DB04789
,DB04790
,DB04791
,DB04792
,DB04793
D01AC10,DB04794
,DB04795
,DB04796
,DB04797
,DB04798
,DB04799
,DB04800
,DB04801
,DB04802
,DB04803
,DB04804
,DB04805
,DB04806
,DB04807
,DB04808
,DB04809
,DB04810
,DB04811
M01AE06,DB04812
P02BX01,DB04813
,DB04814
S02AA05,DB04815
A06AG03,DB04816
N02BB52,DB04817
,DB04818
R06AC05,DB04819
N06AF02,DB04820
N06AX04,DB04821
R05DB09,DB04822
A06AB01,DB04823
A06AB04,DB04824
C01DX02,DB04825
R06AX53,DB04826
,DB04827
M01AB04,DB04828
,DB04829
A10BA03,DB04830
C03CC02,DB04831
N06AB02,DB04832
N05CX02,DB04833
,DB04834
J05AX09,DB04835
N06AA19,DB04836
R05DB10,DB04837
C04AX01,DB04838
G03HA01,DB04839
C02CC04,DB04840
N07CA03,DB04841
N05AG01,DB04842
A03AB12,DB04843
N07XX06,DB04844
L01DC04,DB04845
C07AB08,DB04846
,DB04847
,DB04848
L01XE32,DB12033
,DB09032
,DB04851
,DB04852
,DB04853
M04AA03,DB03786
C01BD07,DB04855
,DB04856
,DB04857
,DB04858
,DB04859
,DB04860
C07BB12,DB04861
,DB04862
,DB04863
,DB01928
L01XX40,DB04865
,DB04866
,DB04867
L01XE08,DB04868
,DB04869
,DB04870
A08AA11,DB04871
,DB04872
,DB04873
,DB04874
,DB04875
A10BD08,DB04876
,DB04877
A10BF03,DB04878
,DB04879
C01CE03,DB04880
,DB04881
,DB04882
,DB04883
G04BX14,DB04884
A03AE03,DB04885
,DB04886
,DB04887
,DB04888
,DB04889
,DB04890
,DB04891
,DB04892
,DB04893
H01CB04,DB04894
S01LA03,DB04895
N06AX17,DB04896
,DB04897
B01AE05,DB04898
C01DX19,DB04899
,DB04900
,DB04901
,DB04903
,DB04904
,DB04905
L01XX37,DB04907
G02CX02,DB04908
,DB04909
,DB04910
J01XA05,DB04911
,DB04912
,DB04914
,DB04915
,DB04917
J01DI01,DB04918
,DB04919
C08CA16,DB04920
,DB04921
A03FA07,DB04924
,DB04925
,DB04926
,DB04927
,DB04928
,DB04929
P03AC04,DB04930
D02BB02,DB04931
B01AX01,DB04932
,DB04933
,DB04934
,DB04936
G03XC05,DB04938
,DB04941
,DB03873
,DB04943
C01EB13,DB04944
N05AX14,DB04946
,DB04947
N07BC04,DB04948
,DB04949
,DB04950
L04AX05,DB04951
,DB04952
N03AX21,DB04953
,DB04954
,DB04955
L04AB03,DB04956
,DB04957
,DB04958
,DB04959
,DB04960
,DB04961
,DB04962
,DB04963
,DB04964
,DB04967
,DB04968
,DB04969
,DB04970
,DB04971
,DB04972
,DB04973
,DB04974
,DB04975
,DB04976
,DB04977
,DB04978
,DB04979
,DB04980
,DB04981
,DB04982
,DB04983
