drugbank-id,name
EXPT01119,experimental
EXPT01997,experimental
EXPT02963,experimental
EXPT01487,experimental
EXPT00124,experimental
EXPT02954,experimental
EXPT00930,experimental
EXPT01836,experimental
EXPT01519,experimental
EXPT01643,experimental
DB03377,experimental
EXPT00141,experimental
EXPT01241,experimental
EXPT00204,experimental
EXPT02299,experimental
EXPT00308,experimental
EXPT01520,experimental
EXPT00386,experimental
DB04390,experimental
EXPT02664,experimental
EXPT03122,experimental
EXPT02557,experimental
EXPT00257,experimental
EXPT00327,experimental
EXPT03025,experimental
EXPT01248,experimental
EXPT01259,experimental
EXPT00443,experimental
EXPT00003,experimental
EXPT01337,experimental
EXPT01622,investigational
EXPT01371,experimental
EXPT02829,experimental
EXPT01080,experimental
EXPT01904,experimental
EXPT01838,experimental
EXPT00720,experimental
EXPT01634,experimental
EXPT02203,experimental
EXPT02084,experimental
EXPT01963,experimental
EXPT02332,experimental
EXPT02400,experimental
EXPT02956,experimental
EXPT01878,experimental
EXPT01266,experimental
EXPT00318,experimental
EXPT01303,experimental
EXPT03128,experimental
EXPT02503,experimental
EXPT02535,experimental
EXPT00680,experimental
EXPT00056,experimental
EXPT02227,experimental
EXPT01242,experimental
EXPT01686,experimental
EXPT01848,experimental
EXPT01098,experimental
EXPT00001,experimental
EXPT00191,experimental
EXPT00724,experimental
EXPT00658,investigational
EXPT00136,experimental
EXPT02150,investigational
EXPT02924,experimental
EXPT00480,experimental
EXPT02248,experimental
EXPT03212,experimental
EXPT03189,experimental
EXPT01067,experimental
EXPT02088,experimental
EXPT01199,investigational
EXPT02647,experimental
EXPT00781,experimental
EXPT00762,experimental
EXPT02475,experimental
EXPT00834,experimental
EXPT01321,experimental
EXPT00303,experimental
EXPT01402,experimental
EXPT00977,experimental
EXPT00536,experimental
EXPT00059,experimental
EXPT00525,experimental
EXPT00927,experimental
EXPT02043,experimental
EXPT02343,experimental
EXPT03284,experimental
EXPT01286,experimental
EXPT03285,experimental
EXPT02872,experimental
EXPT01390,experimental
EXPT00746,experimental
EXPT02019,experimental
EXPT03308,approved
EXPT01262,experimental
EXPT03140,experimental
EXPT01958,investigational
DB01660,experimental
EXPT00990,experimental
EXPT00064,experimental
EXPT02244,experimental
EXPT03003,experimental
EXPT02086,experimental
EXPT00286,experimental
EXPT00589,experimental
EXPT02907,investigational
EXPT03149,experimental
EXPT01858,experimental
EXPT01941,experimental
EXPT00404,experimental
EXPT01842,experimental
EXPT01898,experimental
EXPT00115,experimental
EXPT01469,investigational
EXPT01709,experimental
EXPT01757,experimental
EXPT00190,experimental
EXPT00471,experimental
EXPT00769,experimental
EXPT01687,experimental
EXPT02762,experimental
EXPT02669,experimental
EXPT02436,experimental
EXPT02238,experimental
EXPT01780,nutraceutical
EXPT02200,experimental
DB01869,experimental
EXPT00791,investigational
EXPT01045,experimental
EXPT01597,experimental
EXPT02674,experimental
EXPT01513,experimental
EXPT02327,experimental
EXPT02561,experimental
EXPT03151,experimental
EXPT02667,experimental
EXPT00593,experimental
EXPT02626,experimental
EXPT00008,experimental
EXPT01008,experimental
EXPT01578,experimental
EXPT03197,experimental
EXPT03015,experimental
EXPT01755,experimental
EXPT02394,experimental
EXPT03057,experimental
EXPT02715,experimental
EXPT00738,experimental
EXPT02614,experimental
EXPT02240,experimental
EXPT00334,experimental
EXPT03089,experimental
EXPT03271,experimental
EXPT01942,experimental
EXPT00346,experimental
EXPT03058,experimental
EXPT03044,experimental
EXPT01682,experimental
EXPT02210,experimental
EXPT00823,experimental
EXPT01690,experimental
EXPT02916,experimental
EXPT02741,experimental
EXPT02735,experimental
EXPT00545,experimental
EXPT02596,experimental
EXPT01906,experimental
EXPT01662,experimental
EXPT00419,experimental
EXPT03147,experimental
EXPT00575,vet_approved
EXPT02441,experimental
EXPT01670,experimental
EXPT00609,experimental
EXPT01349,investigational
EXPT00438,experimental
EXPT01063,experimental
EXPT00851,experimental
EXPT02660,experimental
EXPT00317,experimental
EXPT02006,experimental
EXPT00155,experimental
EXPT00924,experimental
EXPT00966,experimental
EXPT03182,experimental
EXPT02990,experimental
EXPT02634,experimental
EXPT01750,experimental
EXPT00184,experimental
EXPT02570,experimental
EXPT03110,experimental
EXPT00269,experimental
EXPT01276,experimental
EXPT01665,experimental
EXPT02236,experimental
EXPT03256,experimental
EXPT01762,experimental
EXPT02410,experimental
EXPT02074,experimental
EXPT01900,experimental
EXPT02390,experimental
EXPT03177,experimental
EXPT02485,experimental
EXPT00092,experimental
EXPT00616,investigational
EXPT00046,experimental
EXPT03180,experimental
EXPT01352,experimental
EXPT03164,experimental
EXPT01043,experimental
EXPT03042,experimental
EXPT03297,experimental
EXPT02186,experimental
EXPT02127,experimental
EXPT00227,experimental
EXPT02141,experimental
EXPT02934,experimental
EXPT00820,experimental
EXPT02032,experimental
EXPT02365,experimental
EXPT02748,experimental
EXPT01332,experimental
EXPT01195,experimental
EXPT00312,experimental
EXPT01215,experimental
EXPT00062,experimental
EXPT03280,experimental
EXPT01072,experimental
EXPT02840,experimental
EXPT02146,experimental
EXPT01494,experimental
EXPT00177,experimental
EXPT02651,experimental
EXPT02642,experimental
EXPT02360,experimental
EXPT02049,experimental
EXPT02673,experimental
EXPT00084,experimental
EXPT00864,experimental
EXPT03178,experimental
EXPT01830,experimental
EXPT00348,experimental
DB11307,investigational
EXPT00527,experimental
EXPT03152,experimental
EXPT00247,investigational
EXPT02676,experimental
EXPT01619,experimental
EXPT01756,experimental
EXPT02693,experimental
EXPT00055,experimental
EXPT03069,experimental
EXPT01341,experimental
EXPT02617,experimental
EXPT02237,experimental
EXPT03191,experimental
EXPT00288,experimental
EXPT02743,experimental
EXPT02439,experimental
EXPT03136,experimental
EXPT00321,experimental
EXPT01193,experimental
DB11931,investigational
EXPT00624,experimental
EXPT01166,experimental
EXPT02281,experimental
EXPT00108,experimental
EXPT01631,experimental
EXPT02904,experimental
EXPT01475,experimental
EXPT00088,experimental
EXPT00634,experimental
EXPT02914,experimental
EXPT00110,experimental
EXPT00006,experimental
EXPT03125,experimental
EXPT01810,experimental
EXPT00045,experimental
EXPT03114,experimental
EXPT02204,experimental
EXPT00669,experimental
EXPT00412,approved
EXPT02858,experimental
EXPT01625,experimental
EXPT00770,experimental
EXPT01871,experimental
EXPT02383,experimental
EXPT00020,experimental
EXPT01360,experimental
EXPT02704,experimental
EXPT02010,experimental
EXPT00692,experimental
EXPT00208,experimental
EXPT00690,experimental
DB02769,experimental
EXPT01376,experimental
EXPT01692,experimental
EXPT03154,experimental
DB02682,experimental
EXPT01391,approved
EXPT00363,experimental
EXPT00113,experimental
EXPT01060,experimental
EXPT00687,experimental
EXPT02643,experimental
EXPT01463,experimental
EXPT03185,experimental
EXPT01175,experimental
EXPT01150,experimental
EXPT00125,experimental
EXPT00282,experimental
EXPT01960,experimental
EXPT03034,experimental
EXPT01550,experimental
EXPT01980,experimental
EXPT02082,experimental
EXPT01154,experimental
DB04184,approved
EXPT02511,experimental
EXPT02318,experimental
EXPT01758,experimental
EXPT00980,experimental
EXPT01918,experimental
EXPT03017,experimental
EXPT01012,experimental
EXPT02628,experimental
EXPT02630,experimental
EXPT01852,experimental
EXPT00250,experimental
EXPT02899,experimental
EXPT02943,experimental
EXPT00037,experimental
EXPT02554,experimental
EXPT01407,experimental
EXPT00243,experimental
EXPT03249,experimental
EXPT00750,experimental
EXPT02700,experimental
EXPT02450,experimental
EXPT02191,experimental
EXPT02451,experimental
EXPT02037,experimental
EXPT01712,experimental
EXPT02965,experimental
EXPT02161,experimental
EXPT01414,experimental
EXPT01972,experimental
EXPT01747,experimental
EXPT03068,experimental
EXPT01358,experimental
EXPT00316,experimental
EXPT01139,experimental
EXPT03043,experimental
EXPT02945,experimental
EXPT02389,experimental
EXPT02652,experimental
EXPT01236,experimental
EXPT00763,experimental
EXPT01589,experimental
EXPT02456,approved
EXPT00463,experimental
EXPT01081,experimental
EXPT01307,experimental
EXPT00623,experimental
EXPT02068,experimental
EXPT02957,experimental
EXPT00427,experimental
EXPT01817,experimental
EXPT00600,experimental
EXPT01268,experimental
EXPT01485,experimental
EXPT00491,experimental
EXPT01288,experimental
EXPT01142,experimental
EXPT01735,experimental
EXPT01290,experimental
EXPT01368,experimental
EXPT02366,experimental
EXPT02926,experimental
EXPT00985,experimental
EXPT02666,experimental
EXPT02670,experimental
EXPT00337,experimental
EXPT02401,experimental
EXPT02736,experimental
EXPT01954,experimental
EXPT00060,experimental
EXPT01611,experimental
EXPT00238,experimental
EXPT02474,experimental
EXPT01007,experimental
EXPT02081,experimental
EXPT01548,experimental
EXPT01394,experimental
EXPT03000,experimental
EXPT02298,experimental
EXPT00555,experimental
EXPT01458,investigational
EXPT02552,experimental
EXPT02991,experimental
EXPT03046,experimental
EXPT02826,experimental
EXPT01219,experimental
EXPT02476,experimental
EXPT02601,experimental
EXPT01917,experimental
EXPT01470,experimental
EXPT00403,experimental
EXPT01137,experimental
EXPT00743,experimental
EXPT00049,experimental
EXPT01890,experimental
EXPT03022,experimental
EXPT01131,experimental
EXPT02681,experimental
EXPT03126,experimental
EXPT00063,experimental
EXPT00449,experimental
EXPT01397,experimental
EXPT02434,experimental
EXPT00442,experimental
EXPT01151,experimental
EXPT01073,experimental
EXPT01283,experimental
EXPT02187,experimental
EXPT01285,experimental
EXPT02044,experimental
EXPT02996,experimental
EXPT01247,experimental
EXPT01510,experimental
EXPT01544,experimental
EXPT01707,experimental
EXPT00899,experimental
EXPT02640,experimental
EXPT00098,experimental
EXPT01083,experimental
EXPT02856,experimental
EXPT01568,experimental
EXPT00542,experimental
EXPT02255,experimental
EXPT02893,experimental
EXPT03120,experimental
EXPT02917,experimental
EXPT02622,experimental
EXPT01775,experimental
EXPT02381,experimental
EXPT02136,experimental
EXPT02077,experimental
EXPT02586,experimental
EXPT02959,experimental
EXPT02659,experimental
EXPT01862,experimental
EXPT00147,experimental
EXPT03161,experimental
EXPT02048,experimental
EXPT02344,experimental
DB09544,investigational
EXPT01493,experimental
EXPT00783,experimental
EXPT01031,experimental
EXPT01505,experimental
EXPT00169,experimental
EXPT01208,experimental
EXPT01722,experimental
EXPT00075,experimental
EXPT00882,experimental
EXPT01238,experimental
EXPT00202,experimental
EXPT02931,experimental
EXPT02111,investigational
EXPT03277,experimental
EXPT00901,experimental
EXPT01879,experimental
EXPT02214,experimental
EXPT02724,experimental
EXPT01593,experimental
EXPT02362,experimental
EXPT00534,experimental
EXPT02975,experimental
EXPT00069,experimental
EXPT00705,experimental
EXPT01636,experimental
EXPT00614,experimental
EXPT01901,experimental
EXPT00448,experimental
EXPT00819,experimental
EXPT02961,experimental
EXPT03039,experimental
EXPT01818,experimental
DB03131,experimental
EXPT02524,experimental
EXPT03038,experimental
EXPT01794,investigational
EXPT00332,experimental
EXPT02313,experimental
EXPT02031,experimental
EXPT01037,experimental
EXPT01870,investigational
EXPT02455,experimental
EXPT03121,experimental
EXPT02923,experimental
EXPT02169,experimental
EXPT02285,experimental
EXPT02279,experimental
EXPT01719,experimental
EXPT02189,experimental
DB03969,experimental
EXPT00877,experimental
EXPT01289,experimental
EXPT01865,investigational
EXPT02553,experimental
EXPT01778,experimental
EXPT00353,experimental
EXPT01486,experimental
EXPT00553,experimental
EXPT02171,experimental
EXPT00295,experimental
EXPT03137,experimental
EXPT00374,experimental
EXPT02039,experimental
EXPT00189,experimental
EXPT03135,experimental
EXPT02611,experimental
EXPT01041,experimental
EXPT00907,experimental
EXPT01514,experimental
EXPT00221,experimental
EXPT00213,experimental
EXPT01751,experimental
EXPT01957,experimental
EXPT03270,experimental
EXPT02679,experimental
EXPT00904,experimental
EXPT01599,experimental
EXPT02889,experimental
EXPT03298,experimental
EXPT03029,experimental
EXPT03168,experimental
EXPT01344,experimental
EXPT02648,experimental
EXPT01811,experimental
EXPT01989,experimental
EXPT00796,experimental
EXPT01720,investigational
EXPT02520,experimental
EXPT02101,experimental
EXPT00222,experimental
EXPT00168,experimental
EXPT02426,experimental
EXPT00215,experimental
EXPT01875,experimental
EXPT02015,experimental
EXPT01297,experimental
EXPT02038,experimental
EXPT01029,experimental
EXPT03096,experimental
EXPT00047,experimental
EXPT01144,experimental
EXPT03201,investigational
EXPT01624,experimental
EXPT01806,experimental
EXPT03153,experimental
EXPT02843,experimental
EXPT00673,investigational
EXPT02986,experimental
EXPT01176,experimental
EXPT00577,experimental
EXPT02974,experimental
EXPT00874,experimental
EXPT01197,experimental
EXPT00706,experimental
EXPT00153,experimental
EXPT02224,experimental
EXPT03172,experimental
EXPT01562,experimental
EXPT02521,experimental
EXPT02571,experimental
EXPT00456,experimental
EXPT00027,experimental
EXPT00709,experimental
EXPT00150,experimental
EXPT00740,experimental
EXPT00759,experimental
EXPT03016,experimental
EXPT00470,experimental
EXPT03196,experimental
EXPT03183,experimental
EXPT00560,experimental
EXPT00891,experimental
EXPT01970,experimental
EXPT02910,experimental
EXPT01490,experimental
EXPT02120,experimental
EXPT02219,experimental
EXPT02301,experimental
EXPT02836,experimental
EXPT02494,experimental
EXPT03252,experimental
EXPT02293,experimental
EXPT03032,experimental
EXPT01459,experimental
EXPT00057,experimental
EXPT02295,experimental
EXPT02913,experimental
EXPT01189,experimental
EXPT01557,experimental
EXPT00747,experimental
EXPT02102,experimental
EXPT02152,experimental
EXPT02815,experimental
EXPT02752,experimental
EXPT00296,experimental
EXPT02833,experimental
EXPT02408,experimental
EXPT01600,experimental
EXPT00751,experimental
EXPT01681,experimental
EXPT02776,experimental
EXPT00686,experimental
EXPT01637,experimental
EXPT01400,experimental
EXPT01632,experimental
EXPT02930,experimental
EXPT03157,experimental
EXPT01966,experimental
EXPT02030,experimental
EXPT01179,experimental
DB04550,experimental
EXPT02164,experimental
EXPT01820,experimental
EXPT00998,investigational
EXPT02449,experimental
EXPT02199,experimental
EXPT02188,experimental
EXPT01377,experimental
EXPT01576,experimental
EXPT01789,experimental
EXPT01521,experimental
EXPT02698,experimental
EXPT01267,experimental
EXPT00355,experimental
EXPT00294,experimental
EXPT02148,experimental
EXPT00973,experimental
EXPT01873,experimental
DB03334,experimental
EXPT03211,experimental
EXPT00151,experimental
EXPT01375,experimental
EXPT01356,experimental
EXPT03299,investigational
EXPT02243,experimental
EXPT02156,experimental
EXPT00896,experimental
EXPT00567,experimental
EXPT00752,experimental
EXPT01953,experimental
EXPT00304,experimental
EXPT00493,experimental
EXPT03264,experimental
EXPT00836,experimental
EXPT01389,experimental
EXPT01527,experimental
EXPT01607,experimental
EXPT03283,experimental
EXPT03293,experimental
EXPT03294,experimental
EXPT01042,experimental
EXPT02280,experimental
EXPT02311,experimental
EXPT00839,experimental
EXPT02036,experimental
EXPT00024,experimental
EXPT01036,experimental
EXPT01969,experimental
EXPT01967,experimental
EXPT00731,experimental
EXPT01909,experimental
EXPT01206,experimental
DB02387,experimental
EXPT01668,experimental
EXPT01946,experimental
EXPT01016,experimental
EXPT02539,experimental
EXPT02927,experimental
EXPT03087,experimental
EXPT01065,experimental
EXPT01694,experimental
EXPT03059,experimental
EXPT02231,experimental
EXPT01580,experimental
EXPT02942,experimental
EXPT00365,investigational
EXPT00774,investigational
EXPT01844,experimental
EXPT00030,experimental
EXPT00198,experimental
EXPT01484,experimental
EXPT02751,experimental
EXPT01403,experimental
EXPT03307,illicit
EXPT03066,experimental
EXPT00105,experimental
EXPT02721,experimental
EXPT01538,experimental
EXPT02981,experimental
EXPT02828,experimental
DB03599,experimental
EXPT02440,withdrawn
EXPT03266,experimental
EXPT02707,experimental
EXPT01167,experimental
EXPT02110,experimental
EXPT00541,experimental
EXPT00322,experimental
EXPT02619,experimental
EXPT01539,experimental
EXPT03109,experimental
EXPT00302,experimental
EXPT02851,experimental
EXPT01826,experimental
EXPT01889,experimental
DB03838,experimental
EXPT01172,experimental
EXPT01647,experimental
EXPT01594,experimental
DB12922,investigational
EXPT00039,experimental
EXPT00229,experimental
EXPT00936,experimental
EXPT00754,experimental
EXPT00167,experimental
EXPT01405,experimental
EXPT00504,experimental
EXPT00172,experimental
EXPT00209,experimental
EXPT00979,investigational
EXPT02786,investigational
EXPT01959,experimental
EXPT00392,experimental
EXPT02354,experimental
DB07690,approved
EXPT00237,experimental
EXPT00635,experimental
EXPT00358,experimental
EXPT01273,experimental
EXPT00154,experimental
EXPT00433,experimental
EXPT01930,experimental
EXPT02377,experimental
EXPT01829,experimental
EXPT03144,experimental
EXPT02754,experimental
EXPT02056,experimental
EXPT01335,experimental
EXPT01359,experimental
EXPT01617,experimental
EXPT02563,experimental
EXPT00898,experimental
EXPT01555,experimental
DB02157,experimental
EXPT01298,experimental
EXPT00107,experimental
EXPT01013,experimental
EXPT00171,experimental
EXPT02491,experimental
EXPT01991,experimental
EXPT01914,experimental
EXPT00713,experimental
EXPT00850,experimental
EXPT02029,experimental
EXPT03078,experimental
EXPT02024,experimental
EXPT03273,experimental
EXPT02654,experimental
EXPT00085,experimental
EXPT01010,experimental
EXPT00594,experimental
EXPT02080,experimental
EXPT02587,experimental
EXPT02415,experimental
EXPT02714,experimental
EXPT02125,experimental
EXPT03194,experimental
EXPT00583,experimental
EXPT02867,experimental
EXPT00725,experimental
EXPT00212,experimental
EXPT02452,experimental
EXPT01244,experimental
EXPT00297,experimental
EXPT03063,experimental
EXPT01232,experimental
EXPT00825,experimental
EXPT00878,experimental
EXPT03193,experimental
EXPT03112,experimental
EXPT03129,experimental
EXPT01120,experimental
EXPT02969,experimental
EXPT03155,experimental
EXPT01653,experimental
EXPT00873,experimental
EXPT00183,experimental
EXPT02526,experimental
EXPT02790,experimental
EXPT02830,experimental
EXPT00931,experimental
EXPT03208,experimental
DB12918,investigational
EXPT02002,experimental
EXPT02838,experimental
EXPT02142,experimental
EXPT02863,experimental
EXPT01284,experimental
EXPT03312,investigational
EXPT01482,experimental
EXPT01066,experimental
EXPT00021,experimental
EXPT00278,experimental
EXPT01354,experimental
EXPT02689,experimental
EXPT00441,investigational
EXPT00641,experimental
EXPT03224,experimental
EXPT02062,experimental
EXPT00326,experimental
EXPT03090,experimental
EXPT00245,experimental
EXPT03258,experimental
EXPT03195,experimental
EXPT02324,experimental
EXPT01127,experimental
DB02344,experimental
EXPT01196,experimental
EXPT03108,experimental
EXPT03250,experimental
EXPT01659,experimental
EXPT02482,experimental
EXPT00070,experimental
EXPT00054,experimental
EXPT00052,experimental
EXPT00159,experimental
EXPT02831,experimental
EXPT01346,experimental
EXPT01133,experimental
EXPT03267,experimental
EXPT02147,experimental
EXPT01002,experimental
EXPT01454,experimental
EXPT02522,experimental
EXPT01388,experimental
EXPT02319,experimental
EXPT02918,experimental
EXPT01315,experimental
EXPT00293,experimental
EXPT00375,experimental
EXPT01198,experimental
EXPT02338,experimental
EXPT02744,experimental
EXPT00195,experimental
EXPT01947,experimental
EXPT01115,experimental
EXPT01934,experimental
EXPT01438,experimental
EXPT03072,approved
EXPT00417,experimental
DB11070,investigational
EXPT00619,experimental
EXPT02763,experimental
EXPT01239,experimental
EXPT02769,experimental
EXPT03176,experimental
EXPT00252,experimental
EXPT00216,experimental
EXPT00808,experimental
EXPT02641,vet_approved
EXPT00719,experimental
EXPT01695,experimental
EXPT01152,experimental
EXPT01741,experimental
EXPT02740,experimental
EXPT01217,experimental
DB04319,experimental
EXPT01861,experimental
EXPT01280,experimental
EXPT00138,experimental
EXPT00703,experimental
EXPT02268,experimental
EXPT00551,experimental
EXPT01094,experimental
EXPT00454,experimental
DB08243,withdrawn
EXPT01336,experimental
EXPT02067,experimental
EXPT02011,experimental
EXPT01522,experimental
EXPT01226,experimental
EXPT02437,experimental
EXPT00345,experimental
EXPT03241,experimental
EXPT00675,investigational
EXPT01440,experimental
EXPT01981,experimental
EXPT02607,experimental
EXPT02317,experimental
EXPT01134,experimental
EXPT02158,experimental
EXPT03187,experimental
EXPT01965,experimental
EXPT00446,experimental
EXPT02235,experimental
EXPT00766,experimental
EXPT00284,experimental
EXPT01203,experimental
EXPT02696,experimental
EXPT02042,experimental
EXPT01786,experimental
EXPT02992,experimental
EXPT01103,experimental
EXPT02154,experimental
EXPT01465,experimental
EXPT00119,experimental
EXPT01102,experimental
EXPT03085,experimental
EXPT02900,experimental
EXPT01725,experimental
EXPT01431,experimental
EXPT01327,experimental
EXPT01331,investigational
EXPT01840,experimental
EXPT02782,experimental
EXPT03206,experimental
EXPT00186,experimental
EXPT00099,experimental
EXPT02677,experimental
EXPT02528,experimental
EXPT02220,experimental
EXPT02414,experimental
EXPT02680,experimental
EXPT03014,experimental
EXPT01602,experimental
EXPT03027,experimental
EXPT00801,experimental
EXPT01295,experimental
EXPT01866,experimental
EXPT03278,experimental
EXPT00109,experimental
EXPT01444,vet_approved
EXPT01382,experimental
EXPT03281,experimental
EXPT00248,experimental
EXPT00902,experimental
EXPT00732,experimental
EXPT00920,investigational
EXPT01955,experimental
EXPT01028,experimental
EXPT00969,nutraceutical
EXPT02816,experimental
EXPT02275,experimental
EXPT03133,experimental
EXPT01229,investigational
EXPT02958,experimental
EXPT01030,experimental
EXPT01644,experimental
EXPT00529,experimental
EXPT01846,experimental
EXPT02466,experimental
EXPT02262,experimental
EXPT02897,experimental
EXPT00023,experimental
EXPT02577,experimental
EXPT02352,experimental
EXPT01264,experimental
EXPT02955,experimental
EXPT01971,experimental
DB02003,experimental
EXPT00876,experimental
EXPT02951,experimental
EXPT01363,experimental
EXPT00489,experimental
EXPT02657,experimental
DB04091,experimental
EXPT00627,experimental
EXPT02245,experimental
DB01507,experimental
EXPT01023,experimental
EXPT02649,experimental
EXPT01588,experimental
EXPT00708,experimental
EXPT00383,experimental
EXPT02737,experimental
EXPT01552,experimental
EXPT00265,experimental
EXPT01880,experimental
EXPT00563,experimental
EXPT02928,experimental
EXPT02818,experimental
EXPT02168,experimental
EXPT00188,experimental
EXPT01773,experimental
EXPT00910,experimental
EXPT02695,experimental
EXPT03021,experimental
EXPT00900,experimental
DB02737,experimental
EXPT02780,experimental
EXPT03203,investigational
EXPT02869,experimental
EXPT00117,experimental
EXPT00934,experimental
EXPT00665,experimental
EXPT00416,experimental
EXPT00164,experimental
EXPT02070,experimental
EXPT02624,experimental
EXPT01381,experimental
EXPT01021,experimental
EXPT00482,experimental
EXPT03239,experimental
EXPT01372,experimental
EXPT00702,experimental
EXPT02149,experimental
EXPT01110,experimental
EXPT02712,experimental
EXPT01489,experimental
EXPT02206,experimental
EXPT00279,investigational
EXPT00531,experimental
EXPT02774,experimental
EXPT00861,experimental
EXPT01275,investigational
EXPT00689,experimental
EXPT01633,experimental
EXPT00387,experimental
EXPT02805,experimental
EXPT03292,experimental
EXPT01845,experimental
EXPT02797,experimental
EXPT01316,experimental
EXPT02469,experimental
EXPT01777,experimental
EXPT02460,experimental
EXPT01353,experimental
EXPT02523,experimental
EXPT01274,experimental
EXPT01339,experimental
EXPT02629,experimental
EXPT01187,experimental
EXPT03263,experimental
EXPT01004,experimental
EXPT03061,experimental
EXPT02860,experimental
EXPT00050,experimental
EXPT01123,experimental
EXPT02866,experimental
EXPT01145,experimental
EXPT01809,experimental
EXPT01488,experimental
EXPT01655,experimental
EXPT02898,experimental
EXPT01088,experimental
EXPT00871,experimental
EXPT02303,experimental
EXPT00832,experimental
EXPT00582,experimental
EXPT00847,experimental
EXPT02877,experimental
EXPT01911,experimental
EXPT03247,experimental
EXPT00291,experimental
EXPT02966,experimental
EXPT02995,experimental
EXPT01779,experimental
EXPT02124,experimental
DB04251,experimental
EXPT02087,experimental
EXPT03134,experimental
EXPT01177,experimental
EXPT02850,experimental
EXPT03166,experimental
EXPT00306,experimental
EXPT02249,experimental
EXPT00813,experimental
EXPT02759,experimental
EXPT01451,experimental
EXPT00988,experimental
EXPT02078,experimental
EXPT00500,experimental
EXPT02001,experimental
EXPT01111,experimental
EXPT01128,experimental
EXPT00220,experimental
EXPT01366,experimental
EXPT00638,experimental
EXPT01994,experimental
EXPT01781,experimental
EXPT01011,experimental
EXPT00862,experimental
EXPT00785,experimental
EXPT02409,experimental
EXPT02964,experimental
EXPT00855,experimental
EXPT00694,experimental
EXPT03210,investigational
EXPT02612,experimental
EXPT03244,experimental
EXPT00628,experimental
EXPT01714,experimental
EXPT00788,experimental
EXPT00636,experimental
EXPT03124,experimental
EXPT01017,experimental
EXPT00590,experimental
EXPT02222,experimental
EXPT02424,experimental
DB14032,experimental
EXPT01925,experimental
EXPT02212,experimental
EXPT02157,experimental
EXPT01534,experimental
EXPT01577,experimental
EXPT00371,experimental
EXPT02685,experimental
EXPT01113,experimental
EXPT03143,experimental
EXPT02329,experimental
EXPT00323,experimental
EXPT02982,experimental
EXPT01125,experimental
EXPT03282,experimental
EXPT00260,experimental
EXPT00840,experimental
EXPT00989,experimental
EXPT00852,experimental
EXPT01357,experimental
EXPT02034,experimental
EXPT00072,experimental
EXPT02306,experimental
EXPT00465,experimental
EXPT00952,experimental
EXPT00061,experimental
EXPT02132,experimental
DB03324,experimental
EXPT01742,experimental
EXPT02308,experimental
EXPT00888,experimental
EXPT02384,experimental
EXPT00258,experimental
EXPT00131,experimental
EXPT02627,experimental
EXPT02691,experimental
EXPT00707,experimental
EXPT02233,experimental
EXPT01885,experimental
EXPT03179,experimental
EXPT02250,experimental
EXPT01849,experimental
EXPT01401,experimental
EXPT00130,experimental
EXPT02339,experimental
EXPT00857,experimental
EXPT01706,experimental
EXPT00207,experimental
EXPT01512,experimental
EXPT01270,experimental
EXPT01153,experimental
EXPT02487,experimental
EXPT02174,experimental
EXPT00043,experimental
EXPT01974,experimental
EXPT02356,experimental
EXPT01767,experimental
EXPT01791,experimental
EXPT00305,experimental
EXPT02251,experimental
EXPT01158,experimental
EXPT02040,experimental
EXPT02107,experimental
EXPT02445,experimental
EXPT01130,experimental
EXPT01769,experimental
EXPT00193,experimental
EXPT00488,experimental
DB12103,investigational
EXPT00584,experimental
EXPT03190,experimental
EXPT00777,experimental
EXPT00359,experimental
EXPT00398,experimental
EXPT03174,experimental
EXPT00617,experimental
EXPT01234,experimental
EXPT02771,experimental
EXPT00926,experimental
EXPT00101,experimental
EXPT00178,experimental
EXPT00431,experimental
EXPT01771,experimental
EXPT03300,investigational
EXPT02999,experimental
EXPT00526,experimental
EXPT02862,experimental
EXPT02314,experimental
EXPT00727,experimental
EXPT01881,experimental
EXPT01477,experimental
EXPT01796,experimental
EXPT00672,investigational
EXPT01999,experimental
EXPT01108,experimental
EXPT01087,experimental
EXPT03019,experimental
EXPT02138,experimental
EXPT01529,experimental
EXPT00684,experimental
EXPT01921,experimental
EXPT02115,experimental
EXPT01411,experimental
EXPT01318,experimental
EXPT00395,experimental
EXPT02045,experimental
EXPT01797,experimental
EXPT00256,experimental
EXPT00485,experimental
EXPT01664,experimental
EXPT00884,experimental
EXPT01480,experimental
EXPT02059,experimental
EXPT01660,experimental
EXPT00668,experimental
EXPT01776,experimental
EXPT00633,experimental
EXPT00697,experimental
EXPT00631,experimental
EXPT01850,experimental
EXPT01877,experimental
EXPT02720,experimental
EXPT01086,experimental
EXPT02013,experimental
EXPT00228,experimental
EXPT01952,experimental
EXPT01748,experimental
EXPT01825,experimental
EXPT00464,experimental
EXPT00933,experimental
EXPT00118,experimental
EXPT00678,experimental
EXPT02588,experimental
EXPT00373,experimental
EXPT01793,experimental
DB11055,experimental
EXPT02807,experimental
EXPT01887,experimental
EXPT03099,experimental
EXPT01105,experimental
EXPT03231,experimental
DB04056,experimental
EXPT02358,experimental
EXPT00347,experimental
EXPT01263,experimental
EXPT00699,experimental
EXPT01211,experimental
EXPT03181,experimental
EXPT01495,experimental
EXPT03170,experimental
EXPT00939,experimental
EXPT02620,experimental
EXPT01294,experimental
EXPT02512,experimental
EXPT00790,experimental
EXPT01896,experimental
EXPT01982,experimental
EXPT01309,experimental
DB03519,experimental
EXPT00083,experimental
